36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Fri Oct 14 14:50:23 2022
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20200122
Launch Time (UT)                  : 07:13:53
Burst Pressure (hPa)              : 5.88
Integrated O3 to end of data (DU) : 207.09
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N2513318
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z33321
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.100
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
  5006   22.94   25.427  -58.90    1.0   11.8800    5.1800   97.70 9000.00 9000.00   18.24    3.0900 9000.00000 9000.00000 9000.000
  5008   22.91   25.435  -58.98    1.0   11.8800    5.1900   97.82 9000.00 9000.00   18.23    3.0900 9000.00000 9000.00000 9000.000
  5010   22.88   25.444  -59.07    1.0   11.8414    5.1800   97.95 9000.00 9000.00   18.23    3.0800 9000.00000 9000.00000 9000.000
  5012   22.84   25.455  -59.16    1.0   11.8419    5.1800   98.11 9000.00 9000.00   18.23    3.0800 9000.00000 9000.00000 9000.000
  5014   22.80   25.466  -59.26    1.0   11.9202    5.2300   98.27 9000.00 9000.00   18.22    3.1000 9000.00000 9000.00000 9000.000
  5016   22.76   25.477  -59.23    1.0   11.9594    5.2500   98.44 9000.00 9000.00   18.21    3.1100 9000.00000 9000.00000 9000.000
  5018   22.72   25.488  -59.23    1.0   11.9600    5.2600   98.61 9000.00 9000.00   18.21    3.1100 9000.00000 9000.00000 9000.000
  5020   22.69   25.496  -59.22    1.0   11.9209    5.2500   98.73 9000.00 9000.00   18.21    3.1000 9000.00000 9000.00000 9000.000
  5022   22.65   25.507  -59.26    1.0   11.8429    5.2300   98.90 9000.00 9000.00   18.20    3.0800 9000.00000 9000.00000 9000.000
  5024   22.62   25.515  -59.39    1.0   11.8433    5.2400   99.02 9000.00 9000.00   18.20    3.0800 9000.00000 9000.00000 9000.000
  5026   22.59   25.524  -59.53    1.0   11.8437    5.2400   99.14 9000.00 9000.00   18.20    3.0800 9000.00000 9000.00000 9000.000
  5028   22.56   25.532  -59.56    1.0   11.8437    5.2500   99.27 9000.00 9000.00   18.19    3.0800 9000.00000 9000.00000 9000.000
  5030   22.53   25.540  -59.57    1.0   11.8437    5.2600   99.39 9000.00 9000.00   18.18    3.0800 9000.00000 9000.00000 9000.000
  5032   22.49   25.551  -59.59    1.0   11.8443    5.2700   99.56 9000.00 9000.00   18.18    3.0800 9000.00000 9000.00000 9000.000
  5034   22.45   25.562  -59.60    1.0   11.8444    5.2800   99.72 9000.00 9000.00   18.17    3.0800 9000.00000 9000.00000 9000.000
  5036   22.43   25.568  -59.61    1.0   11.8443    5.2800   99.81 9000.00 9000.00   18.16    3.0800 9000.00000 9000.00000 9000.000
  5038   22.40   25.576  -59.62    1.0   11.8834    5.3100   99.93 9000.00 9000.00   18.15    3.0900 9000.00000 9000.00000 9000.000
  5040   22.37   25.585  -59.63    1.0   12.0011    5.3600  100.06 9000.00 9000.00   18.15    3.1200 9000.00000 9000.00000 9000.000
  5042   22.34   25.593  -59.49    1.0   12.0015    5.3700  100.19 9000.00 9000.00   18.15    3.1200 9000.00000 9000.00000 9000.000
  5044   22.30   25.604  -59.55    1.0   11.9626    5.3600  100.36 9000.00 9000.00   18.14    3.1100 9000.00000 9000.00000 9000.000
  5046   22.26   25.615  -59.60    1.0   11.8455    5.3200  100.53 9000.00 9000.00   18.13    3.0800 9000.00000 9000.00000 9000.000
  5048   22.23   25.624  -59.64    1.0   11.8068    5.3100  100.65 9000.00 9000.00   18.13    3.0700 9000.00000 9000.00000 9000.000
  5050   22.20   25.632  -59.63    1.0   11.7677    5.3000  100.78 9000.00 9000.00   18.12    3.0600 9000.00000 9000.00000 9000.000
  5052   22.16   25.644  -59.71    1.0   11.7683    5.3100  100.94 9000.00 9000.00   18.12    3.0600 9000.00000 9000.00000 9000.000
  5054   22.14   25.649  -59.77    1.0   11.7682    5.3200  101.03 9000.00 9000.00   18.11    3.0600 9000.00000 9000.00000 9000.000
  5056   22.10   25.661  -59.86    1.0   11.7683    5.3300  101.20 9000.00 9000.00   18.10    3.0600 9000.00000 9000.00000 9000.000
  5058   22.06   25.672  -59.94    1.0   11.7689    5.3300  101.37 9000.00 9000.00   18.11    3.0600 9000.00000 9000.00000 9000.000
  5060   22.03   25.680  -60.02    1.0   11.7298    5.3200  101.49 9000.00 9000.00   18.10    3.0500 9000.00000 9000.00000 9000.000
  5062   21.99   25.692  -60.13    1.0   11.7300    5.3300  101.66 9000.00 9000.00   18.09    3.0500 9000.00000 9000.00000 9000.000
  5064   21.95   25.703  -60.25    1.0   11.7306    5.3400  101.83 9000.00 9000.00   18.09    3.0500 9000.00000 9000.00000 9000.000
  5066   21.92   25.712  -60.37    1.0   11.7306    5.3500  101.95 9000.00 9000.00   18.08    3.0500 9000.00000 9000.00000 9000.000
  5068   21.88   25.723  -60.47    1.0   11.7703    5.3800  102.12 9000.00 9000.00   18.08    3.0600 9000.00000 9000.00000 9000.000
  5070   21.85   25.732  -60.55    1.0   11.8094    5.4000  102.25 9000.00 9000.00   18.07    3.0700 9000.00000 9000.00000 9000.000
  5072   21.81   25.743  -60.63    1.0   11.7705    5.4000  102.42 9000.00 9000.00   18.06    3.0600 9000.00000 9000.00000 9000.000
  5074   21.77   25.754  -60.73    1.0   11.8102    5.4200  102.59 9000.00 9000.00   18.06    3.0700 9000.00000 9000.00000 9000.000
  5076   21.74   25.763  -60.79    1.0   11.6542    5.3600  102.72 9000.00 9000.00   18.06    3.0300 9000.00000 9000.00000 9000.000
  5078   21.71   25.771  -60.86    1.0   11.6542    5.3700  102.85 9000.00 9000.00   18.05    3.0300 9000.00000 9000.00000 9000.000
  5080   21.68   25.780  -60.95    1.0   11.6151    5.3600  102.98 9000.00 9000.00   18.04    3.0200 9000.00000 9000.00000 9000.000
  5082   21.64   25.792  -60.92    1.0   11.6157    5.3700  103.14 9000.00 9000.00   18.04    3.0200 9000.00000 9000.00000 9000.000
  5084   21.60   25.803  -60.66    1.0   11.5764    5.3600  103.31 9000.00 9000.00   18.02    3.0100 9000.00000 9000.00000 9000.000
  5086   21.56   25.815  -60.59    1.0   11.5770    5.3700  103.48 9000.00 9000.00   18.02    3.0100 9000.00000 9000.00000 9000.000
  5088   21.52   25.826  -60.52    1.0   11.6167    5.4000  103.65 9000.00 9000.00   18.02    3.0200 9000.00000 9000.00000 9000.000
  5090   21.48   25.838  -60.44    1.0   11.5390    5.3700  103.82 9000.00 9000.00   18.02    3.0000 9000.00000 9000.00000 9000.000
  5092   21.44   25.849  -60.41    1.0   11.5392    5.3800  103.99 9000.00 9000.00   18.02    3.0000 9000.00000 9000.00000 9000.000
  5094   21.41   25.858  -60.38    1.0   11.5784    5.4100  104.12 9000.00 9000.00   18.01    3.0100 9000.00000 9000.00000 9000.000
  5096   21.37   25.870  -60.35    1.0   11.5399    5.4000  104.29 9000.00 9000.00   18.01    3.0000 9000.00000 9000.00000 9000.000
  5098   21.34   25.878  -60.31    1.0   11.5403    5.4100  104.42 9000.00 9000.00   18.01    3.0000 9000.00000 9000.00000 9000.000
  5100   21.31   25.887  -60.20    1.0   11.5404    5.4200  104.55 9000.00 9000.00   18.00    3.0000 9000.00000 9000.00000 9000.000
  5102   21.27   25.899  -59.92    1.0   11.5014    5.4100  104.72 9000.00 9000.00   17.99    2.9900 9000.00000 9000.00000 9000.000
  5104   21.23   25.911  -59.61    1.0   11.5016    5.4200  104.89 9000.00 9000.00   17.98    2.9900 9000.00000 9000.00000 9000.000
  5106   21.20   25.920  -59.50    1.0   11.5412    5.4400  105.02 9000.00 9000.00   17.98    3.0000 9000.00000 9000.00000 9000.000
  5108   21.16   25.931  -59.56    1.0   11.5414    5.4500  105.19 9000.00 9000.00   17.97    3.0000 9000.00000 9000.00000 9000.000
  5110   21.11   25.946  -59.59    1.0   11.5422    5.4700  105.41 9000.00 9000.00   17.97    3.0000 9000.00000 9000.00000 9000.000
  5112   21.06   25.961  -59.42    1.0   11.5429    5.4800  105.62 9000.00 9000.00   17.97    3.0000 9000.00000 9000.00000 9000.000
  5114   21.03   25.970  -59.34    1.0   11.5426    5.4900  105.75 9000.00 9000.00   17.95    3.0000 9000.00000 9000.00000 9000.000
  5116   21.00   25.979  -59.24    1.0   11.5431    5.5000  105.88 9000.00 9000.00   17.95    3.0000 9000.00000 9000.00000 9000.000
  5118   20.96   25.991  -58.67    1.0   11.5437    5.5100  106.06 9000.00 9000.00   17.95    3.0000 9000.00000 9000.00000 9000.000
  5120   20.93   26.000  -58.18    1.0   11.5829    5.5300  106.19 9000.00 9000.00   17.94    3.0100 9000.00000 9000.00000 9000.000
  5122   20.88   26.015  -57.76    1.0   11.6228    5.5700  106.41 9000.00 9000.00   17.94    3.0200 9000.00000 9000.00000 9000.000
  5124   20.84   26.027  -57.40    1.0   11.6621    5.6000  106.58 9000.00 9000.00   17.93    3.0300 9000.00000 9000.00000 9000.000
  5126   20.80   26.039  -57.21    1.0   11.6624    5.6100  106.76 9000.00 9000.00   17.93    3.0300 9000.00000 9000.00000 9000.000
  5128   20.76   26.051  -57.12    1.0   11.7413    5.6600  106.94 9000.00 9000.00   17.93    3.0500 9000.00000 9000.00000 9000.000
  5130   20.73   26.060  -57.04    1.0   11.7417    5.6600  107.07 9000.00 9000.00   17.93    3.0500 9000.00000 9000.00000 9000.000
  5132   20.70   26.069  -56.95    1.0   11.7814    5.6900  107.21 9000.00 9000.00   17.93    3.0600 9000.00000 9000.00000 9000.000
  5134   20.66   26.082  -56.80    1.0   11.8207    5.7200  107.39 9000.00 9000.00   17.92    3.0700 9000.00000 9000.00000 9000.000
  5136   20.62   26.094  -56.77    1.0   11.9384    5.7900  107.57 9000.00 9000.00   17.91    3.1000 9000.00000 9000.00000 9000.000
  5138   20.57   26.109  -56.75    1.0   11.9779    5.8200  107.80 9000.00 9000.00   17.90    3.1100 9000.00000 9000.00000 9000.000
  5140   20.54   26.119  -56.67    1.0   12.0567    5.8700  107.94 9000.00 9000.00   17.90    3.1300 9000.00000 9000.00000 9000.000
  5142   20.51   26.128  -56.55    1.0   12.0568    5.8800  108.08 9000.00 9000.00   17.89    3.1300 9000.00000 9000.00000 9000.000
  5144   20.48   26.137  -56.51    1.0   12.0960    5.9100  108.21 9000.00 9000.00   17.88    3.1400 9000.00000 9000.00000 9000.000
  5146   20.44   26.150  -56.48    1.0   12.1359    5.9400  108.40 9000.00 9000.00   17.88    3.1500 9000.00000 9000.00000 9000.000
  5148   20.41   26.159  -56.33    1.0   12.1364    5.9500  108.54 9000.00 9000.00   17.88    3.1500 9000.00000 9000.00000 9000.000
  5150   20.38   26.168  -56.22    1.0   12.1756    5.9700  108.68 9000.00 9000.00   17.87    3.1600 9000.00000 9000.00000 9000.000
  5152   20.34   26.181  -56.10    1.0   12.1759    5.9900  108.87 9000.00 9000.00   17.86    3.1600 9000.00000 9000.00000 9000.000
  5154   20.29   26.196  -55.74    1.0   12.2550    6.0400  109.11 9000.00 9000.00   17.86    3.1800 9000.00000 9000.00000 9000.000
  5156   20.26   26.206  -55.47    1.0   12.3730    6.1100  109.25 9000.00 9000.00   17.86    3.2100 9000.00000 9000.00000 9000.000
  5158   20.23   26.215  -55.22    1.0   12.3731    6.1200  109.40 9000.00 9000.00   17.86    3.2100 9000.00000 9000.00000 9000.000
  5160   20.20   26.225  -55.05    1.0   12.3736    6.1300  109.54 9000.00 9000.00   17.86    3.2100 9000.00000 9000.00000 9000.000
  5162   20.17   26.234  -54.86    1.0   12.3737    6.1300  109.69 9000.00 9000.00   17.85    3.2100 9000.00000 9000.00000 9000.000
  5164   20.12   26.250  -54.72    1.0   12.4138    6.1700  109.93 9000.00 9000.00   17.85    3.2200 9000.00000 9000.00000 9000.000
  5166   20.09   26.260  -54.80    1.0   12.4139    6.1800  110.08 9000.00 9000.00   17.84    3.2200 9000.00000 9000.00000 9000.000
  5168   20.06   26.269  -54.88    1.0   12.4923    6.2300  110.22 9000.00 9000.00   17.83    3.2400 9000.00000 9000.00000 9000.000
  5170   20.02   26.282  -54.98    1.0   12.4930    6.2400  110.42 9000.00 9000.00   17.83    3.2400 9000.00000 9000.00000 9000.000
  5172   19.98   26.295  -55.01    1.0   12.4938    6.2500  110.62 9000.00 9000.00   17.83    3.2400 9000.00000 9000.00000 9000.000
  5174   19.95   26.304  -54.74    1.0   12.5330    6.2800  110.77 9000.00 9000.00   17.82    3.2500 9000.00000 9000.00000 9000.000
  5176   19.92   26.314  -54.32    1.0   12.5332    6.2900  110.92 9000.00 9000.00   17.81    3.2500 9000.00000 9000.00000 9000.000
  5178   19.88   26.327  -54.28    1.0   12.5339    6.3000  111.12 9000.00 9000.00   17.81    3.2500 9000.00000 9000.00000 9000.000
  5180   19.86   26.333  -54.19    1.0   12.5730    6.3300  111.22 9000.00 9000.00   17.80    3.2600 9000.00000 9000.00000 9000.000
  5182   19.83   26.343  -54.13    1.0   12.5735    6.3400  111.37 9000.00 9000.00   17.80    3.2600 9000.00000 9000.00000 9000.000
  5184   19.79   26.356  -54.09    1.0   12.6130    6.3700  111.57 9000.00 9000.00   17.79    3.2700 9000.00000 9000.00000 9000.000
  5186   19.75   26.369  -54.06    1.0   12.6138    6.3900  111.77 9000.00 9000.00   17.79    3.2700 9000.00000 9000.00000 9000.000
  5188   19.72   26.379  -53.95    1.0   12.6143    6.4000  111.92 9000.00 9000.00   17.79    3.2700 9000.00000 9000.00000 9000.000
  5190   19.70   26.385  -53.92    1.0   12.6534    6.4200  112.02 9000.00 9000.00   17.78    3.2800 9000.00000 9000.00000 9000.000
  5192   19.66   26.398  -53.92    1.0   12.6537    6.4400  112.22 9000.00 9000.00   17.78    3.2800 9000.00000 9000.00000 9000.000
  5194   19.63   26.408  -53.92    1.0   12.6543    6.4500  112.38 9000.00 9000.00   17.78    3.2800 9000.00000 9000.00000 9000.000
  5196   19.61   26.414  -53.92    1.0   12.7326    6.4900  112.48 9000.00 9000.00   17.77    3.3000 9000.00000 9000.00000 9000.000
  5198   19.58   26.424  -53.51    1.0   12.7332    6.5000  112.63 9000.00 9000.00   17.77    3.3000 9000.00000 9000.00000 9000.000
  5200   19.56   26.431  -53.12    1.0   12.7723    6.5300  112.74 9000.00 9000.00   17.76    3.3100 9000.00000 9000.00000 9000.000
  5202   19.53   26.441  -53.09    1.0   12.7729    6.5400  112.89 9000.00 9000.00   17.76    3.3100 9000.00000 9000.00000 9000.000
  5204   19.50   26.451  -52.84    1.0   12.7730    6.5500  113.04 9000.00 9000.00   17.75    3.3100 9000.00000 9000.00000 9000.000
  5206   19.47   26.461  -52.81    1.0   12.8515    6.6000  113.20 9000.00 9000.00   17.74    3.3300 9000.00000 9000.00000 9000.000
  5208   19.45   26.467  -52.84    1.0   12.8519    6.6100  113.30 9000.00 9000.00   17.74    3.3300 9000.00000 9000.00000 9000.000
  5210   19.42   26.477  -52.87    1.0   12.8521    6.6200  113.46 9000.00 9000.00   17.73    3.3300 9000.00000 9000.00000 9000.000
  5212   19.40   26.484  -52.84    1.0   12.8524    6.6200  113.57 9000.00 9000.00   17.73    3.3300 9000.00000 9000.00000 9000.000
  5214   19.37   26.494  -52.76    1.0   12.8530    6.6400  113.72 9000.00 9000.00   17.73    3.3300 9000.00000 9000.00000 9000.000
  5216   19.34   26.504  -52.67    1.0   12.8140    6.6300  113.88 9000.00 9000.00   17.72    3.3200 9000.00000 9000.00000 9000.000
  5218   19.31   26.514  -52.64    1.0   12.8146    6.6400  114.04 9000.00 9000.00   17.72    3.3200 9000.00000 9000.00000 9000.000
  5220   19.29   26.521  -52.68    1.0   12.8145    6.6400  114.14 9000.00 9000.00   17.71    3.3200 9000.00000 9000.00000 9000.000
  5222   19.26   26.531  -52.71    1.0   12.8147    6.6500  114.30 9000.00 9000.00   17.70    3.3200 9000.00000 9000.00000 9000.000
  5224   19.24   26.537  -52.74    1.0   12.8151    6.6600  114.40 9000.00 9000.00   17.70    3.3200 9000.00000 9000.00000 9000.000
  5226   19.21   26.547  -52.77    1.0   12.8544    6.6900  114.56 9000.00 9000.00   17.69    3.3300 9000.00000 9000.00000 9000.000
  5228   19.18   26.557  -52.81    1.0   12.8546    6.7000  114.72 9000.00 9000.00   17.68    3.3300 9000.00000 9000.00000 9000.000
  5230   19.15   26.567  -52.73    1.0   12.8552    6.7100  114.88 9000.00 9000.00   17.68    3.3300 9000.00000 9000.00000 9000.000
  5232   19.13   26.574  -52.59    1.0   12.8948    6.7400  114.99 9000.00 9000.00   17.68    3.3400 9000.00000 9000.00000 9000.000
  5234   19.11   26.581  -52.54    1.0   12.9339    6.7700  115.09 9000.00 9000.00   17.67    3.3500 9000.00000 9000.00000 9000.000
  5236   19.10   26.584  -52.49    1.0   12.9341    6.7700  115.15 9000.00 9000.00   17.68    3.3500 9000.00000 9000.00000 9000.000
  5238   19.08   26.591  -52.45    1.0   12.9733    6.8000  115.25 9000.00 9000.00   17.67    3.3600 9000.00000 9000.00000 9000.000
  5240   19.05   26.601  -52.46    1.0   13.0131    6.8300  115.42 9000.00 9000.00   17.67    3.3700 9000.00000 9000.00000 9000.000
  5242   19.02   26.611  -52.47    1.0   13.0133    6.8400  115.58 9000.00 9000.00   17.66    3.3700 9000.00000 9000.00000 9000.000
  5244   18.99   26.622  -52.51    1.0   13.0139    6.8500  115.74 9000.00 9000.00   17.66    3.3700 9000.00000 9000.00000 9000.000
  5246   18.96   26.632  -52.57    1.0   13.0140    6.8600  115.90 9000.00 9000.00   17.65    3.3700 9000.00000 9000.00000 9000.000
  5248   18.94   26.639  -52.53    1.0   13.0145    6.8700  116.01 9000.00 9000.00   17.65    3.3700 9000.00000 9000.00000 9000.000
  5250   18.92   26.646  -52.48    1.0   13.0144    6.8800  116.12 9000.00 9000.00   17.64    3.3700 9000.00000 9000.00000 9000.000
  5252   18.90   26.652  -52.45    1.0   13.0536    6.9100  116.23 9000.00 9000.00   17.63    3.3800 9000.00000 9000.00000 9000.000
  5254   18.88   26.659  -52.47    1.0   13.1324    6.9600  116.34 9000.00 9000.00   17.63    3.4000 9000.00000 9000.00000 9000.000
  5256   18.86   26.666  -52.50    1.0   13.1716    6.9800  116.45 9000.00 9000.00   17.62    3.4100 9000.00000 9000.00000 9000.000
  5258   18.83   26.676  -52.57    1.0   13.0938    6.9500  116.61 9000.00 9000.00   17.62    3.3900 9000.00000 9000.00000 9000.000
  5260   18.80   26.687  -52.60    1.0   13.1332    6.9900  116.78 9000.00 9000.00   17.61    3.4000 9000.00000 9000.00000 9000.000
  5262   18.78   26.694  -52.62    1.0   13.0944    6.9700  116.89 9000.00 9000.00   17.61    3.3900 9000.00000 9000.00000 9000.000
  5264   18.76   26.700  -52.66    1.0   13.0944    6.9800  117.00 9000.00 9000.00   17.60    3.3900 9000.00000 9000.00000 9000.000
  5266   18.74   26.707  -52.70    1.0   13.1340    7.0100  117.11 9000.00 9000.00   17.60    3.4000 9000.00000 9000.00000 9000.000
  5268   18.72   26.714  -52.74    1.0   13.1340    7.0200  117.22 9000.00 9000.00   17.59    3.4000 9000.00000 9000.00000 9000.000
  5270   18.70   26.721  -52.77    1.0   13.1340    7.0200  117.33 9000.00 9000.00   17.58    3.4000 9000.00000 9000.00000 9000.000
  5272   18.67   26.731  -52.60    1.0   13.1346    7.0400  117.50 9000.00 9000.00   17.58    3.4000 9000.00000 9000.00000 9000.000
  5274   18.64   26.742  -52.39    1.0   13.2137    7.0900  117.66 9000.00 9000.00   17.58    3.4200 9000.00000 9000.00000 9000.000
  5276   18.62   26.749  -52.41    1.0   13.2141    7.1000  117.78 9000.00 9000.00   17.58    3.4200 9000.00000 9000.00000 9000.000
  5278   18.59   26.759  -52.47    1.0   13.0570    7.0200  117.94 9000.00 9000.00   17.56    3.3800 9000.00000 9000.00000 9000.000
  5280   18.57   26.766  -52.53    1.0   13.0182    7.0100  118.05 9000.00 9000.00   17.56    3.3700 9000.00000 9000.00000 9000.000
  5282   18.55   26.773  -52.60    1.0   12.9790    7.0000  118.16 9000.00 9000.00   17.56    3.3600 9000.00000 9000.00000 9000.000
  5284   18.53   26.780  -52.67    1.0   12.9790    7.0000  118.28 9000.00 9000.00   17.55    3.3600 9000.00000 9000.00000 9000.000
  5286   18.52   26.784  -52.73    1.0   12.9400    6.9900  118.33 9000.00 9000.00   17.55    3.3500 9000.00000 9000.00000 9000.000
  5288   18.49   26.794  -52.83    1.0   12.8225    6.9300  118.50 9000.00 9000.00   17.54    3.3200 9000.00000 9000.00000 9000.000
  5290   18.47   26.801  -52.82    1.0   12.8230    6.9400  118.60 9000.00 9000.00   17.54    3.3200 9000.00000 9000.00000 9000.000
  5292   18.45   26.808  -52.70    1.0   12.8234    6.9500  118.71 9000.00 9000.00   17.54    3.3200 9000.00000 9000.00000 9000.000
  5294   18.42   26.819  -52.45    1.0   12.8236    6.9600  118.88 9000.00 9000.00   17.53    3.3200 9000.00000 9000.00000 9000.000
  5296   18.40   26.826  -52.51    1.0   12.9025    7.0100  118.99 9000.00 9000.00   17.53    3.3400 9000.00000 9000.00000 9000.000
  5298   18.38   26.833  -52.56    1.0   12.9024    7.0200  119.10 9000.00 9000.00   17.52    3.3400 9000.00000 9000.00000 9000.000
  5300   18.36   26.840  -52.61    1.0   12.9029    7.0300  119.21 9000.00 9000.00   17.52    3.3400 9000.00000 9000.00000 9000.000
  5302   18.34   26.847  -52.66    1.0   12.9421    7.0600  119.32 9000.00 9000.00   17.51    3.3500 9000.00000 9000.00000 9000.000
  5304   18.31   26.857  -52.71    1.0   12.9427    7.0700  119.49 9000.00 9000.00   17.51    3.3500 9000.00000 9000.00000 9000.000
  5306   18.28   26.868  -52.69    1.0   12.9429    7.0800  119.66 9000.00 9000.00   17.50    3.3500 9000.00000 9000.00000 9000.000
  5308   18.26   26.875  -52.66    1.0   12.9822    7.1100  119.77 9000.00 9000.00   17.49    3.3600 9000.00000 9000.00000 9000.000
  5310   18.24   26.882  -52.64    1.0   12.9826    7.1200  119.88 9000.00 9000.00   17.49    3.3600 9000.00000 9000.00000 9000.000
  5312   18.21   26.892  -52.65    1.0   12.9833    7.1300  120.05 9000.00 9000.00   17.49    3.3600 9000.00000 9000.00000 9000.000
  5314   18.19   26.900  -52.67    1.0   12.9833    7.1400  120.16 9000.00 9000.00   17.48    3.3600 9000.00000 9000.00000 9000.000
  5316   18.16   26.910  -52.71    1.0   12.9835    7.1500  120.33 9000.00 9000.00   17.47    3.3600 9000.00000 9000.00000 9000.000
  5318   18.14   26.917  -52.75    1.0   12.9839    7.1600  120.45 9000.00 9000.00   17.47    3.3600 9000.00000 9000.00000 9000.000
  5320   18.12   26.924  -52.77    1.0   13.0628    7.2100  120.56 9000.00 9000.00   17.47    3.3800 9000.00000 9000.00000 9000.000
  5322   18.10   26.932  -52.68    1.0   13.0236    7.2000  120.67 9000.00 9000.00   17.46    3.3700 9000.00000 9000.00000 9000.000
  5324   18.07   26.942  -52.59    1.0   13.0243    7.2100  120.84 9000.00 9000.00   17.46    3.3700 9000.00000 9000.00000 9000.000
  5326   18.05   26.949  -52.42    1.0   13.0243    7.2200  120.96 9000.00 9000.00   17.45    3.3700 9000.00000 9000.00000 9000.000
  5328   18.02   26.960  -52.18    1.0   13.0245    7.2300  121.13 9000.00 9000.00   17.45    3.3700 9000.00000 9000.00000 9000.000
  5330   17.99   26.971  -52.25    1.0   12.9860    7.2200  121.30 9000.00 9000.00   17.45    3.3600 9000.00000 9000.00000 9000.000
  5332   17.97   26.978  -52.37    1.0   12.9864    7.2300  121.41 9000.00 9000.00   17.45    3.3600 9000.00000 9000.00000 9000.000
  5334   17.94   26.989  -52.49    1.0   12.9474    7.2200  121.58 9000.00 9000.00   17.44    3.3500 9000.00000 9000.00000 9000.000
  5336   17.92   26.996  -52.53    1.0   12.9474    7.2300  121.70 9000.00 9000.00   17.43    3.3500 9000.00000 9000.00000 9000.000
  5338   17.89   27.007  -52.43    1.0   12.9873    7.2600  121.87 9000.00 9000.00   17.43    3.3600 9000.00000 9000.00000 9000.000
  5340   17.87   27.014  -52.38    1.0   12.9481    7.2500  121.98 9000.00 9000.00   17.42    3.3500 9000.00000 9000.00000 9000.000
  5342   17.85   27.021  -52.38    1.0   12.9878    7.2800  122.10 9000.00 9000.00   17.42    3.3600 9000.00000 9000.00000 9000.000
  5344   17.83   27.029  -52.42    1.0   12.9883    7.2800  122.21 9000.00 9000.00   17.42    3.3600 9000.00000 9000.00000 9000.000
  5346   17.81   27.036  -52.47    1.0   12.9883    7.2900  122.33 9000.00 9000.00   17.41    3.3600 9000.00000 9000.00000 9000.000
  5348   17.78   27.047  -52.53    1.0   12.9890    7.3100  122.50 9000.00 9000.00   17.41    3.3600 9000.00000 9000.00000 9000.000
  5350   17.75   27.058  -52.60    1.0   12.9504    7.3000  122.68 9000.00 9000.00   17.41    3.3500 9000.00000 9000.00000 9000.000
  5352   17.73   27.065  -52.47    1.0   12.9504    7.3000  122.79 9000.00 9000.00   17.40    3.3500 9000.00000 9000.00000 9000.000
  5354   17.70   27.076  -52.22    1.0   12.9114    7.2900  122.96 9000.00 9000.00   17.39    3.3400 9000.00000 9000.00000 9000.000
  5356   17.67   27.087  -52.21    1.0   12.9121    7.3100  123.14 9000.00 9000.00   17.39    3.3400 9000.00000 9000.00000 9000.000
  5358   17.65   27.094  -52.14    1.0   12.9122    7.3200  123.25 9000.00 9000.00   17.38    3.3400 9000.00000 9000.00000 9000.000
  5360   17.62   27.105  -51.70    1.0   12.9129    7.3300  123.43 9000.00 9000.00   17.38    3.3400 9000.00000 9000.00000 9000.000
  5362   17.59   27.116  -51.56    1.0   12.9131    7.3400  123.60 9000.00 9000.00   17.37    3.3400 9000.00000 9000.00000 9000.000
  5364   17.56   27.127  -51.56    1.0   12.8746    7.3300  123.77 9000.00 9000.00   17.37    3.3300 9000.00000 9000.00000 9000.000
  5366   17.53   27.139  -51.58    1.0   12.9145    7.3700  123.95 9000.00 9000.00   17.37    3.3400 9000.00000 9000.00000 9000.000
  5368   17.50   27.150  -51.52    1.0   12.9148    7.3800  124.12 9000.00 9000.00   17.37    3.3400 9000.00000 9000.00000 9000.000
  5370   17.47   27.161  -51.06    1.0   12.9543    7.4200  124.30 9000.00 9000.00   17.36    3.3500 9000.00000 9000.00000 9000.000
  5372   17.44   27.172  -50.60    1.0   12.9550    7.4300  124.47 9000.00 9000.00   17.36    3.3500 9000.00000 9000.00000 9000.000
  5374   17.42   27.179  -50.56    1.0   12.9555    7.4400  124.59 9000.00 9000.00   17.36    3.3500 9000.00000 9000.00000 9000.000
